Unnamed: 0;tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;text_clean
589.0;833408997524910080;@nmucklow @ctvqp Obviously. But #M103 asks for recommendations that can lead to a future bill = legilslation. Nothing to do with Trump.#Sigh;0;0.0;0.0;0.0;['user', 'USER', 'HASHTAG', 'ask', 'recommendation', 'lead', 'future', 'bill', 'legilslation', 'trumphashtag']
423.0;706975100856373248;A scene almost guaranteed to cause acrophobia. I love the film. #Cliffhanger https://t.co/3xmoC2mAty;0;0.0;0.0;0.0;['scene', 'guarantee', 'cause', 'acrophobia', 'love', 'film', 'HASHTAG', 'url']
1233.0;1323911501346869248;@b33fyqu33fy Stop spreading lies.;0;0.0;0.0;0.0;['USER', 'stop', 'spread', 'lie']
303.0;616187058751713280;Quick water stop at @toysrusuk Liverpool #gottahydrate! http://t.co/1l8xGguesW;0;0.0;0.0;0.0;['quick', 'water', 'stop', 'USER', 'liverpool', 'HASHTAG', 'url']
538.0;788745486517829632;.@IABTechLab releases Dynamic Content Ad Standard aimed to increase the relevancy of ads delivered to consumers https://t.co/RZBOeuDNVT;0;0.0;0.0;0.0;['USER', 'release', 'dynamic', 'content', 'standard', 'aim', 'increase', 'relevancy', 'deliver', 'consumer', 'url']
952.0;1112786198295203845;Aww, two moons also went to support Jongdae, that's cute ❤️ https://t.co/Hkf0ADtruo;0;0.0;0.0;0.0;['aww', 'moon', 'support', 'jongdae', 'cute', 'url']
1005.0;1153774922746847232;❌ PLEASE STOP SCROLLING!! ❌ I've got an RT deal from @ArmyEomma101 😭 everyone! I would like to call every/all fandoms to HELP ME OUT! To my co-Tiddies, help me..... 😭❤ I badly need 560 RT's and likes until August 2..... I do RTxRT guys ❤ https://t.co/4PpsLhLtSV;0;0.0;0.0;0.0;['stop', 'scroll', 'get', 'deal', 'USER', 'like', 'everyall', 'fandom', 'help', 'cotiddie', 'help', 'need', 'like', 'august', 'rtxrt', 'guy', 'url']
212.0;533478294692585472;Students stop by the student center to sign a poster during lunch time to wish the Women's Soccer team good luck... http://t.co/Un8kTh25pz;0;0.0;0.0;0.0;['student', 'stop', 'student', 'center', 'sign', 'poster', 'lunch', 'time', 'wish', 'women', 'soccer', 'team', 'good', 'luck', 'url']
115.0;446486621999726594;http://t.co/JcgzoUqu1f We specialise in providing the modular ground study courses required to convert your ICAO professional;0;0.0;0.0;0.0;['specialise', 'provide', 'modular', 'ground', 'study', 'course', 'require', 'convert', 'icao', 'professional']
348.0;654119572350459905;Lubicon Cree Nation turns to solar power to end fossil fuel nightmare: Please support our coverage of… http://t.co/9YMYdDhOH0 | @rabbleca;0;0.0;0.0;0.0;['lubicon', 'cree', 'nation', 'turn', 'solar', 'power', 'end', 'fossil', 'fuel', 'nightmare', 'support', 'coverage', 'url', 'USER']
328.0;631011188705374208;"ariwinokur on ""Rates questions/google analytics/GB space and more"" http://t.co/5W5V90Dce4";0;0.0;0.0;0.0;['ariwinokur', 'rate', 'questionsgoogle', 'analyticsgb', 'space', 'url']
312.0;622405366073024517;@xxx7h3kingxxx Local NC rap artist looking to gain local support #followback would be very much appreciated, thanks;0;0.0;0.0;0.0;['USER', 'local', 'rap', 'artist', 'look', 'gain', 'local', 'support', 'HASHTAG', 'appreciated', 'thank']
702.0;914961463269191680;Tom Petty, 66, dies of cardiac arrest: Reports https://t.co/yuhMOLM4VO;0;0.0;0.0;0.0;['tom', 'petty', 'cardiac', 'arrest', 'report', 'url']
369.0;667355564754644992;@ThomasWictor According to delusional leftist academic interviewed by @abcnews the best way 2 stop ISIS terror is to not 'ostracise' Muslims;0;0.0;0.0;0.0;['USER', 'accord', 'delusional', 'leftist', 'academic', 'interview', 'USER', 'good', 'way', 'stop', 'isis', 'terror', 'ostracise', 'muslim']
652.0;879799195368136704;leaving a toxic relationship and surrounding urself with people who treat u right & want the best for u is BEAUTIFUL 10/10 RECOMMEND !!!;0;0.0;0.0;0.0;['leave', 'toxic', 'relationship', 'surround', 'urself', 'people', 'treat', 'want', 'good', 'beautiful', 'recommend']
114.0;446121717560115200;Blonde Girl Starts to Masturbate Leads to a Quick Fuck http://t.co/FvlwBW1twq #movie #music #ass #lol #video;0;0.0;0.0;0.0;['blonde', 'girl', 'start', 'masturbate', 'lead', 'quick', 'fuck', 'url', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG']
531.0;786587956828073984;Lead Ios Engineer Jobs in Santa Monica, CA #SantaMonica #CA #jobs #jobsearch https://t.co/rzR7V54cp7;0;0.0;0.0;0.0;['lead', 'ios', 'engineer', 'job', 'santa', 'monica', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'url']
887.0;1054678418745376768;This week's Charity of the Week is The Hypatia Trust, which supports and promotes women's achievements 💪 Find out more at https://t.co/5NybswwH6L @hypatia_trust #CharityTuesday #HypatiaTrust https://t.co/qlsKS5ZHPk;0;0.0;0.0;0.0;['week', 'charity', 'week', 'hypatia', 'trust', 'support', 'promote', 'women', 'achievement', 'find', 'url', 'USER', 'HASHTAG', 'HASHTAG', 'url']
929.0;1098255359859281920;Trump's loyalty obsession could lead to obstruction case https://t.co/ug5T6sWTNc;0;0.0;0.0;0.0;['trump', 'loyalty', 'obsession', 'lead', 'obstruction', 'case', 'url']
834.0;1018901117651087363;A US official directly involved with Helsinki summit sums it up like this: “This was not the plan.” -- reports @jeffzeleny @cnni;0;0.0;0.0;0.0;['official', 'involve', 'helsinki', 'summit', 'sum', 'plan', 'report', 'USER', 'USER']
696.0;910036033378627585;'Disaster looms' Scheming Remainers plot to join forces with rivals to STOP BREXIT https://t.co/Z3FaiVodbn;0;0.0;0.0;0.0;['disaster', 'loom', 'scheme', 'remainer', 'plot', 'join', 'force', 'rival', 'stop', 'brexit', 'url']
1038.0;1181727723875495937;things change and friends leave. life doesn't stop for anybody;0;0.0;0.0;0.0;['thing', 'change', 'friend', 'leave', 'life', 'stop']
1148.0;1264817499310157824;@MadhavSheth1 Also Realme Watch will support 14 sports modes for activity tracking, including football, basketball, aerobics, badminton, yoga, treadmill, running, and biking modes😍 @MadhavSheth1 @realmemobiles #LeapToNext #realmeWatch;0;0.0;0.0;0.0;['USER', 'realme', 'watch', 'support', 'sport', 'mode', 'activity', 'tracking', 'include', 'football', 'basketball', 'aerobics', 'badminton', 'yoga', 'treadmill', 'run', 'biking', 'mode', 'USER', 'USER', 'HASHTAG', 'HASHTAG']
1072.0;1204803275347972098;Yetsuh Frank, Managing Director at BE-Ex, featured in this @CC_Yale segment on NYC's building emissions laws.;0;0.0;0.0;0.0;['yetsuh', 'frank', 'manage', 'director', 'beex', 'feature', 'user', 'segment', 'nycs', 'building', 'emission', 'law']
771.0;960560806697062400;Quite ironic that 'interference in judicial process' was the supposed reason for the Maldives regime's ousting of Nasheed in the 2012 coup #MaldivesInCrisis;0;0.0;0.0;0.0;['ironic', 'interference', 'judicial', 'process', 'suppose', 'reason', 'maldive', 'regime', 'ousting', 'nasheed', 'coup', 'HASHTAG']
356.0;661186349655977984;Hope ion gotta talk to the judge cause imma look high as hell;0;0.0;0.0;0.0;['hope', 'ion', 'get', 'talk', 'judge', 'cause', 'imma', 'look', 'high', 'hell']
130.0;465928890381500417;@BarsAndMelody song has basically started a trend to stop bullying💖 #putastoptobullying2014;0;0.0;0.0;0.0;['USER', 'song', 'start', 'trend', 'stop', 'bully', 'HASHTAG']
816.0;1004798074559123456;Latest NSPKU film by the legendary film maker @FunkyGuy on the NSPKU You Tube. Filmed at the NSPKU conference. Snow and more snow did not stop Tom or the conference being a huge sucess https://t.co/dZzSsLmZCr;0;0.0;0.0;0.0;['late', 'nspku', 'film', 'legendary', 'film', 'maker', 'USER', 'nspku', 'tube', 'film', 'nspku', 'conference', 'snow', 'snow', 'stop', 'tom', 'conference', 'huge', 'sucess', 'url']
71.0;405233809253089282;Let your hope make you glad. Be patient in time if trouble and never stop praying. #Romans12:12;0;0.0;0.0;0.0;['let', 'hope', 'glad', 'patient', 'time', 'trouble', 'stop', 'pray', 'hashtag12']
605.0;843126626212855810;Hundreds of people out today to support @KGHAandE! Proud to represent this borough! https://t.co/Hr2EOsbMH2;0;0.0;0.0;0.0;['hundred', 'people', 'today', 'support', 'USER', 'proud', 'represent', 'borough', 'url']
192.0;515861475529728000;@mark Research it.I'd say they fired a missle into the center of that scar so it appeared as If the plane exploded there.Metal pieces?Missle;0;0.0;0.0;0.0;['USER', 'research', 'itid', 'fire', 'missle', 'center', 'scar', 'appear', 'plane', 'explode', 'theremetal', 'piecesmissle']
139.0;474967888109899776;"""@KingVegeta_: @Joiko_Saiyan #ProjectXVegeta"" Supports this with immense description.";0;0.0;0.0;0.0;['user', 'USER', 'HASHTAG', 'support', 'immense', 'description']
1023.0;1167847771962925056;@narendramodi Wage increment of 12 Lac public sector Banks is pending since Nov'17 , even after 2 years, no directives from Govt to Negotiating agent @ChairmanIba For settlement. @DFS_India @rajeevkumr @nsitharaman @PMOIndia https://t.co/Hl41IXzOCP;0;0.0;0.0;0.0;['USER', 'wage', 'increment', 'lac', 'public', 'sector', 'bank', 'pending', 'nov17', 'year', 'directive', 'govt', 'negotiate', 'agent', 'USER', 'settlement', 'USER', 'USER', 'USER', 'USER', 'url']
742.0;936432667498831873;Period stops nothing but a sentence.;0;0.0;0.0;0.0;['period', 'stop', 'sentence']
1256.0;1340689510569549824;Dear #NIN applicants, you can kindly download the enrolment form below.👇 https://t.co/qcQqElfzOm Fill & submit the form in any of @nimc_ng's enrollment centers to be enrolled into the National Identity Database & be issued the National Identification Number. #DigitalNigeria;0;0.0;0.0;0.0;['dear', 'HASHTAG', 'applicant', 'download', 'enrolment', 'form', 'url', 'fill', 'submit', 'form', 'USERs', 'enrollment', 'center', 'enrol', 'national', 'identity', 'database', 'issue', 'national', 'identification', 'number', 'HASHTAG']
979.0;1136783586118512640;"New ""Call Of Duty"" Video Game Encourages Support For The White Helmets https://t.co/X6cKTAKHd2";0;0.0;0.0;0.0;['new', 'duty', 'video', 'game', 'encourage', 'support', 'white', 'helmet', 'url']
870.0;1046430215076040704;$29 a month for brand new fitness equipment is a deal you can't miss out on! For the month of September we are offering $29/mo for 60 months for qualified buyers. Call or stop in store today to get set up with this amazing offer! https://t.co/DzVuGnRdJW https://t.co/KV5kafJqcZ;0;0.0;0.0;0.0;['month', 'brand', 'new', 'fitness', 'equipment', 'deal', 'miss', 'month', 'september', 'offer', '29mo', 'month', 'qualified', 'buyer', 'stop', 'store', 'today', 'set', 'amazing', 'offer', 'url', 'url']
60.0;396020068423065600;How To Fold A Suit, Shirt & Pants Together To Prevent Wrinkling - http://t.co/tLnnKTTKBU;0;0.0;0.0;0.0;['fold', 'suit', 'shirt', 'pant', 'prevent', 'wrinkling', 'url']
58.0;394131909032161280;The world stops for El Classico. Its the rules. Even stopped playing FIFA.;0;0.0;0.0;0.0;['world', 'stop', 'classico', 'rule', 'stop', 'play', 'fifa']
825.0;1014170652784451584;Can we please stop talking like Mexicans are the only ones who sell drugs, commit crimes, participate in sex trafficking, and join gangs. https://t.co/dL92iXdn9W;0;0.0;0.0;0.0;['stop', 'talk', 'mexican', 'one', 'sell', 'drug', 'commit', 'crime', 'participate', 'sex', 'trafficking', 'join', 'gang', 'url']
1112.0;1240271637808910337;Support your local midwife 👌🏿👌🏻👌🏽👌🏼👌🏾 #Midwives are everyday heroes––always putting the needs of others first and stepping up in times of crisis. Drop a 🧡 to show your support! #SupportOurNursesAndMidwives | #SierraLeone https://t.co/MEBIwFWctw;0;0.0;0.0;0.0;['support', 'local', 'midwife', 'HASHTAG', 'everyday', 'heroesalway', 'put', 'need', 'step', 'time', 'crisis', 'drop', 'support', 'HASHTAG', 'HASHTAG', 'url']
790.0;979125089475186688;Teenager from #AbbotsLangley arrested with support from @HertsPolice as part of NCA investigation into the emails containing threats to students received by large number of UK schools and colleges. Read more: https://t.co/kW7MwW1BYl https://t.co/F5ZHZVLzQC;0;0.0;0.0;0.0;['teenager', 'HASHTAG', 'arrest', 'support', 'USER', 'nca', 'investigation', 'email', 'contain', 'threat', 'student', 'receive', 'large', 'number', 'school', 'college', 'read', 'url', 'url']
285.0;599657600272084992;SPC Tornado Watch 175 Status Reports http://t.co/QjbHrks4tN;0;0.0;0.0;0.0;['spc', 'tornado', 'watch', 'status', 'report', 'url']
939.0;1102899669145972736;Today you may be tested. Take a moment, think about potential outcomes before responding then use process of elimination & make a selection. You got this! #SheSPEAKS;0;0.0;0.0;0.0;['today', 'test', 'moment', 'think', 'potential', 'outcome', 'respond', 'use', 'process', 'elimination', 'selection', 'get', 'HASHTAG']
936.0;1100908185286782976;Network Support Technical Operations Centre Engineer, Reading, £25k - 38k/year + basic + shift allowance 20% + benefits #job #jobs #hiring #RailJobs https://t.co/actXUIoiHq;0;0.0;0.0;0.0;['network', 'support', 'technical', 'operation', 'centre', 'engineer', 'reading', '38kyear', 'basic', 'shift', 'allowance', 'benefit', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'url']
436.0;715020476368752640;Nurse Practitioner or Physician A... - #NewAuburn , WI (https://t.co/UGfkXqNuOl) Get Nephrology Jobs #Nephrology #jobs #job #GetAllJobs;0;0.0;0.0;0.0;['nurse', 'practitioner', 'physician', 'HASHTAG', 'url', 'nephrology', 'job', 'HASHTAG', 'HASHTAG', 'HASHTAG', 'HASHTAG']
891.0;1056359156049825793;Dearest @reginevalcasid please remember d MILLIONS of people around d world whose love & support are unconditional. If other people try to revile u pls count ur blessings & see d greatness & goodness of our Lord. Have a wonderful Sunday my Asia's Song 🐦. Lots of love! https://t.co/lkBPBkVdy2;0;0.0;0.0;0.0;['dear', 'USER', 'remember', 'million', 'people', 'world', 'love', 'support', 'unconditional', 'people', 'try', 'revile', 'count', 'blessing', 'greatness', 'goodness', 'lord', 'wonderful', 'sunday', 'asias', 'song', 'lot', 'love', 'url']
237.0;558623676179156992;First gig of 2015 at @BarCornerstone Didcot with support from the excellent @theaugustlist Fri 6 Feb http://t.co/FuwIndFtWC @Duotonemusic;0;0.0;0.0;0.0;['gig', 'USER', 'didcot', 'support', 'excellent', 'USER', 'fri', 'feb', 'url', 'USER']
698.0;912204811503902720;US isolation on the bell curve of international opinion - Asia Times https://t.co/YdbeW9a60d;0;0.0;0.0;0.0;['isolation', 'bell', 'curve', 'international', 'opinion', 'asia', 'times', 'url']
946.0;1109183443152392193;Epic branded content efforts to promote @TheGAcademy from @wetheunicorns @global @BenedictTown https://t.co/VuJa1Oa0x2 #ad 🎥 📲 👏 👀;0;0.0;0.0;0.0;['epic', 'brand', 'content', 'effort', 'promote', 'USER', 'USER', 'USER', 'USER', 'url', 'HASHTAG']
1035.0;1179506668431958016;@BGPolitics I was there for the @AndyBeshearKY and @JColemanKY press conference. Reporters asked how he would pay for it. He responded, as he has ALWAYS responded, that he supports legalizing Expanded Gaming and putting Medical Marijuana on the ballot. Additional resources are a must! #KYGov;0;0.0;0.0;0.0;['USER', 'USER', 'USER', 'press', 'conference', 'reporter', 'ask', 'pay', 'respond', 'respond', 'support', 'legalize', 'expand', 'gaming', 'put', 'medical', 'marijuana', 'ballot', 'additional', 'resource', 'HASHTAG']
388.0;683838640489926656;https://t.co/wiRZHnHUYV New edit in the Wikipedia article on Spatial analysis https://t.co/kZMfRAUAgj … https://t.co/0wgTMcXDVw;0;0.0;0.0;0.0;['url', 'new', 'edit', 'wikipedia', 'article', 'spatial', 'analysis', 'url', 'url']
1013.0;1158244647107530753;@AnnCoulter @Cernovich Doesn’t matter The media has their back & already covering for them The Dayton shooter’s support for Democrats like Warren & Bernie is completely ignored by CNN & others while spending all their airtime blaming El Paso on Trump Truly sick propaganda by the media;0;0.0;0.0;0.0;['user', 'USER', 'matter', 'medium', 'cover', 'dayton', 'shooter', 'support', 'democrats', 'warren', 'bernie', 'ignore', 'cnn', 'spend', 'airtime', 'blame', 'paso', 'trump', 'sick', 'propaganda', 'medium']
345.0;652096793761710080;@thejanicexxx Good point! http://t.co/QFinApb7w1;0;0.0;0.0;0.0;['USER', 'good', 'point', 'url']
1138.0;1253721744872964097;Enhances strength, removes weaknesses and self-doubt, and draws earth and oak-strength into the personal sphere. Use to draw new situations to you, to initiate new processes or to divert difficulties through sudden… https://t.co/fiGqjxijGB;0;0.0;0.0;0.0;['enhance', 'strength', 'remove', 'weakness', 'selfdoubt', 'draw', 'earth', 'oakstrength', 'personal', 'sphere', 'use', 'draw', 'new', 'situation', 'initiate', 'new', 'process', 'divert', 'difficulty', 'sudden', 'url']
1099.0;1234673502008954881;@bryan__chandler @VerminSupreme Vermin is a Libertarian, Bernie's policies are the exact opposite of Libertarianism.;0;0.0;0.0;0.0;['USER', 'USER', 'vermin', 'libertarian', 'bernie', 'policy', 'exact', 'opposite', 'libertarianism']
1123.0;1243664630171332610;@insoojinsmaze Takumiiiii!!! that’s a big mood though cause same;0;0.0;0.0;0.0;['user', 'takumiiiii', 'big', 'mood', 'cause']
56.0;384881095906299904;Wavy - Pound Cake (Freestyle): https://t.co/G2Prq59YLL - Support this record. I'm not the one just to send you anything @BET;0;0.0;0.0;0.0;['wavy', 'pound', 'cake', 'freestyle', 'url', 'support', 'record', 'send', 'USER']
128.0;464540328293584896;"Unbelievable day at #ACDIS2014 today. So many people saying the same thing ""No One Else Is doing that..."" Stop by Friday learn what THAT is!";0;0.0;0.0;0.0;['unbelievable', 'day', 'HASHTAG', 'today', 'people', 'say', 'thing', 'stop', 'friday', 'learn']
